timestamp_ns,mac,rssi,name
1770824518442307900,60:c0:bf:49:2a:e9,-50,Unknown
1770824518473349300,60:c0:bf:49:2a:e9,-50,ON/ZF BLE Switch
1770824518566668900,60:c0:bf:49:2a:e9,-44,ON/ZF BLE Switch
1770824518583059700,60:c0:bf:49:2a:e9,-44,ON/ZF BLE Switch
1770824578581869200,60:c0:bf:49:2a:e9,-127,ON/ZF BLE Switch
