timestamp_ns,mac,rssi,name
1770821614200136300,60:c0:bf:49:2a:e9,-61,Unknown
1770821614208466600,60:c0:bf:49:2a:e9,-61,ON/ZF BLE Switch
1770821614293592900,60:c0:bf:49:2a:e9,-57,ON/ZF BLE Switch
1770821614299716500,60:c0:bf:49:2a:e9,-57,ON/ZF BLE Switch
1770821614532246900,60:c0:bf:49:2a:e9,-59,ON/ZF BLE Switch
1770821614535003500,60:c0:bf:49:2a:e9,-59,ON/ZF BLE Switch
